id,longitude,latitude,1,2,3,4,5,6,7,8,9,10,11,12,13
162,48.25531269448708,135.15483856201175,4303,4560,9018,8947,9199,8817,9004,8826,8330,7148,4968,4032,4234
163,48.253483953174204,135.1737213134766,5176,4488,8977,9043,9210,8829,9100,8975,8662,7607,5708,4550,4226
164,48.25394114463434,135.1908874511719,5982,5919,9009,9129,9267,8830,9141,9054,8770,7835,5891,5927,6195
165,48.253026757626124,135.20874023437503,4962,5007,9112,9206,9302,9143,8508,9157,8917,7821,5595,5057,5176
166,48.25371254941525,135.22762298583987,4642,5158,9074,9182,9271,9100,9375,9127,8861,7724,5478,5094,5232
167,48.254855515290764,135.23895263671878,5018,5176,9000,9114,9223,9009,9084,9012,8704,7519,5358,4885,5412
168,48.252569557990086,135.24684906005862,4589,4703,9118,9179,9234,9167,8650,9043,8739,7461,5200,4632,4898
169,48.25165514645409,135.2568054199219,4202,7200,9155,9213,9260,9158,9267,8955,8587,7273,5148,4469,4488
170,48.25439833200651,135.27740478515628,4032,4924,9073,9184,9229,8422,9289,8923,8556,7030,4747,4430,4355
171,48.25462692415962,135.28770446777347,5279,4492,9053,9166,9237,9229,9399,8948,8626,7389,5948,4607,5681
172,48.25165514645409,135.2956008911133,4959,6818,9051,9168,9235,9074,9328,9024,8710,7490,5385,4866,5382
173,48.25142654101509,135.3059005737305,4420,6801,9073,9166,9224,9090,9045,9050,8765,7414,5173,4587,5122
174,48.25416973883142,135.33542633056643,4545,6542,9105,8703,9234,9061,9072,9094,8762,7607,5000,4070,4704
175,48.253255355911165,135.34675598144534,3960,6332,9076,8784,9219,9390,9110,9049,8704,7539,4542,3917,4207
176,48.25371254941525,135.36220550537112,3571,5772,8780,8829,9155,8702,8941,8766,8381,7234,4483,3672,4064
177,48.25371254941525,135.37593841552737,3399,4869,8425,8453,8937,8700,8639,8328,7803,6697,4244,3493,3824
178,48.25416973883142,135.39035797119143,3260,4071,7899,8183,8622,8611,8270,8155,7438,6193,4290,3464,3792
179,48.25462692415962,135.40203094482425,3504,3932,8220,8184,8775,8730,7800,8381,7727,6494,4436,3442,3900
180,48.25416973883142,135.4157638549805,3643,3656,8634,8722,8893,9013,8808,8652,8064,6698,4533,3976,3958
181,48.2559984556167,135.43121337890628,3760,3641,8456,8711,8865,8928,8675,8738,7971,6707,4563,4024,3952
182,48.246625590713826,134.71984863281253,5117,7124,9189,9194,9168,7118,9149,9001,8830,8179,6511,5626,5506
