id,longitude,latitude,1,2,3,4,5,6,7,8,9,10,11,12,13
1,48.24616833384559,134.7514343261719,5813,6735,8777,9257,9185,4727,9024,9003,8853,8174,5643,6106,6061
2,48.24593970387843,134.7679138183594,6016,6805,9090,9226,9121,6307,9021,9018,8850,8073,6480,7082,6736
3,48.24616833384559,134.78199005126956,6099,6739,9010,9199,9125,9223,9213,8997,8737,7929,6316,6335,7615
4,48.246625590713826,134.80430603027347,6170,6672,8729,9196,9162,9325,9221,9061,8809,8089,6236,5976,8153
5,48.24616833384559,134.81563568115237,6231,6971,8754,9230,9197,9359,9129,9096,8873,8183,6412,6407,5207
6,48.24639696279072,134.82936859130862,6181,7061,8718,9222,9205,9243,9239,9153,8900,8191,6622,7889,5967
7,48.24685421761495,134.84344482421878,6095,6778,8977,9195,9175,9263,9253,9128,8880,8079,5944,7647,5588
8,48.246625590713826,134.8554611206055,6385,6944,8995,9199,9171,9266,9145,9129,8922,8270,6476,7176,5167
9,48.24639696279072,134.86747741699222,6464,7114,9062,9270,9353,9269,9100,9138,8925,8149,6544,6965,6277
10,48.24685421761495,134.88121032714847,6310,6855,9043,9232,9353,8900,8910,9114,8884,8048,6470,6464,5715
11,48.24685421761495,134.89597320556643,6245,6966,9035,9165,9334,8988,9475,9152,8964,8062,6482,7003,6130
12,48.246625590713826,134.91931915283206,6311,7152,8994,9246,9351,9287,9193,9116,8952,8050,6207,7659,6179
13,48.24593970387843,134.9330520629883,6246,7157,9004,9275,9344,8990,9192,9159,8955,8294,7325,7558,6354
14,48.24639696279072,134.9546813964844,6593,7501,9041,9208,9339,9686,9449,9164,8883,8209,7349,7783,6208
15,48.24593970387843,134.97425079345706,6206,7242,8924,8900,9244,8880,9122,9088,8746,7747,7086,7451,5725
16,48.24685421761495,134.99622344970706,6228,7254,8892,8502,9164,8922,9069,8953,8645,7700,7160,7891,5962
17,48.24685421761495,135.01750946044925,5996,7636,9012,8885,9276,9089,9403,9034,8794,7683,6512,7293,8131
18,48.246625590713826,135.0308990478516,5872,7380,8765,8183,9036,8975,9162,8733,8500,7520,7436,6637,8571
19,48.24616833384559,135.03982543945315,5691,7013,9055,8981,9217,8708,9351,9053,8847,7230,6151,6390,7064
20,48.24548244087806,135.0528717041016,5135,7638,8923,8703,9019,8961,9381,8758,8305,7370,5445,4541,3863
21,48.24593970387843,135.06523132324222,4761,4649,8718,8861,9051,8916,9443,8690,8299,7081,4562,4029,4564
22,48.24639696279072,135.08171081542972,4097,4256,8332,8649,8865,8860,8832,8518,8199,6934,4665,3874,4195
23,48.24639696279072,135.09372711181643,4039,7129,8984,8880,8959,9045,8992,8621,8442,7067,4679,3770,4303
24,48.24616833384559,135.09990692138675,4036,6833,8960,8898,9143,8947,8984,8812,8407,6952,4732,3977,4122
25,48.24639696279072,135.10677337646487,4036,6833,8960,8898,9143,8947,8984,8812,8407,6952,4732,3977,4122
26,48.24571107288927,135.11672973632815,4124,6759,8970,8961,8982,9045,9001,8754,8395,6961,4528,4012,4254
27,48.247082843494034,135.13320922851565,4309,7051,9097,8971,9101,8667,9001,8698,8373,7059,4520,4083,4369
28,48.24685421761495,135.14316558837893,4266,6653,8912,8779,9131,8864,8922,8710,8206,6826,4513,3960,4228
29,48.24639696279072,135.15552520751956,3887,4483,8927,8271,8996,8907,8721,8661,8236,7171,4513,3891,4207
30,48.24593970387843,135.1682281494141,4091,4580,9025,9058,9176,9414,9040,8842,8467,7345,5076,3934,4366
31,48.24616833384559,135.1792144775391,4204,4502,9131,8986,9270,8968,9122,8984,8678,7592,5377,4432,4607
32,48.24616833384559,135.1912307739258,4822,7383,9151,9192,9346,8956,9311,9087,8851,7948,5584,4427,5063
33,48.24639696279072,135.20290374755862,4506,4571,9146,9244,9374,9088,9312,9160,8964,7916,5621,4733,4724
34,48.24616833384559,135.2186965942383,4583,4698,9095,9174,9323,9106,9172,9058,8799,7623,5658,4688,4608
35,48.24685421761495,135.2296829223633,4509,4512,9056,9166,9270,9004,9286,9013,8762,7612,4965,4604,5282
36,48.24639696279072,135.24272918701175,4347,4352,9110,9200,9307,9017,9281,9000,8773,7408,4965,4249,4667
37,48.24685421761495,135.25405883789065,4116,4186,9070,9158,9258,8970,9188,8926,8634,7195,4756,3996,4338
38,48.24593970387843,135.26470184326175,4016,4097,8950,9130,9206,9276,9096,8812,8481,6761,4747,3717,4255
39,48.24525380784484,135.27946472167972,3937,3823,8882,9027,9203,9388,9110,8804,8386,6879,4060,3878,4150
